# CANON_MAP.tsv — functional card-identity map. GENERATED by lib/card_canon.py; never hand-edit.
# source_sha256=2f48cb72966c23ba3794f437aa94312e4eadcb2703c32893411ee27fc63b11d9
# ids=3879 classes=2318 multi_print_classes=884
# newer_than_ALL_IDS_v2=B3 234,P-B 086,B4a 001,B4a 002,B4a 003,B4a 004,B4a 005,B4a 006,B4a 007,B4a 008,B4a 009,B4a 010,B4a 011,B4a 012,B4a 013,B4a 014,B4a 015,B4a 016,B4a 017,B4a 018,B4a 019,B4a 020,B4a 021,B4a 022,B4a 023,B4a 024,B4a 025,B4a 026,B4a 027,B4a 028,B4a 029,B4a 030,B4a 031,B4a 032,B4a 033,B4a 034,B4a 035,B4a 036,B4a 037,B4a 038,B4a 039,B4a 040,B4a 041,B4a 042,B4a 043,B4a 044,B4a 045,B4a 046,B4a 047,B4a 048,B4a 049,B4a 050,B4a 051,B4a 052,B4a 053,B4a 054,B4a 055,B4a 056,B4a 057,B4a 058,B4a 059,B4a 060,B4a 061,B4a 062,B4a 063,B4a 064,B4a 065,B4a 066,B4a 067,B4a 068,B4a 069,B4a 070,B4a 071,B4a 072,B4a 073,B4a 074,B4a 075,B4a 076,B4a 077,B4a 078,B4a 079,B4a 080,B4a 081,B4a 082,B4a 083,B4a 084,B4a 085,B4a 086,B4a 087,B4a 088,B4a 089,B4a 090,B4a 091,B4a 092,B4a 093,B4a 094,B4a 095,B4a 096,B4a 097,B4a 098,B4a 099,B4a 100,B4a 101,B4a 102,B4a 103,B4a 104,B4a 105,B4a 106,B4a 107,B4a 108,B4a 109,B4a 110,P-B 087,P-B 088,P-B 089,P-B 090,P-B 091,P-B 092,P-B 093,P-B 094
# id	base_id	fingerprint	kind	name
A3 012	A3 012	49dff193a938	Pokemon	Decidueye ex
A3 013	A3 013	f8b0ba274fd5	Pokemon	Grubbin
A3 014	A3 014	e30d6a3d085b	Pokemon	Fomantis
A3 015	A3 015	3455f23c2487	Pokemon	Lurantis
A3 016	A3 016	a1527af6df67	Pokemon	Morelull
A3 017	A3 017	d787b216f4ff	Pokemon	Shiinotic
A3 018	A3 018	ee3d7e9dcca2	Pokemon	Bounsweet
A3 019	A3 019	8de90742a2c2	Pokemon	Steenee
A3 020	A3 020	7b9d9b84d38a	Pokemon	Tsareena
A3 021	A3 021	140e3c9ce06d	Pokemon	Wimpod
A3 022	A3 022	2a45118a6e20	Pokemon	Golisopod
A3 023	A3 023	4fbabc93d3e6	Pokemon	Dhelmise ex
A3 024	A3 024	b5eb97e91aba	Pokemon	Tapu Bulu
A3 025	A3 025	fe4041c358fe	Pokemon	Growlithe
A3 026	A3 026	44e539d4ea21	Pokemon	Arcanine
A3 027	A3 027	fd7e78dff840	Pokemon	Alolan Marowak
A3 028	A3 028	f303b792ac52	Pokemon	Fletchinder
A3 029	A3 029	45be11cb4e99	Pokemon	Talonflame
A3 030	A3 030	0095172708fc	Pokemon	Litten
A3 031	A3 031	b5269747a0e5	Pokemon	Litten
A3 032	A3 032	a22359afd698	Pokemon	Torracat
A3 033	A3 033	56c61bbe8ccf	Pokemon	Incineroar ex
A3 034	A3 034	8f0d2b4e413d	Pokemon	Oricorio
A3 035	A3 035	dd5dca52f760	Pokemon	Salandit
A3 036	A3 036	b63550963208	Pokemon	Salazzle
A3 037	A3 037	a3298a6bdb29	Pokemon	Turtonator
A3 038	A3 038	233976b3b7a7	Pokemon	Alolan Sandshrew
A3 039	A3 039	1263f291cb33	Pokemon	Alolan Sandslash
A3 040	A3 040	cca5e513cdd7	Pokemon	Alolan Vulpix
A3 041	A3 041	cf031dba7ce0	Pokemon	Alolan Ninetales
A3 042	A3 042	5578546656bf	Pokemon	Shellder
A3 043	A3 043	ce64ed9685d5	Pokemon	Cloyster
A3 044	A3 044	b331b28da732	Pokemon	Lapras
A3 045	A3 045	ce3fe15de068	Pokemon	Popplio
A3 046	A3 046	2532e399c361	Pokemon	Popplio
A3 047	A3 047	4405fae9c098	Pokemon	Brionne
A3 048	A3 048	7dc20600a89b	Pokemon	Primarina
A3 049	A3 049	528e2c54c8a0	Pokemon	Crabominable ex
A3 050	A3 050	3cd852d6068d	Pokemon	Wishiwashi
A3 051	A3 051	10e38a1c1241	Pokemon	Wishiwashi ex
A3 052	A3 052	901d3eaa0ee5	Pokemon	Dewpider
A3 053	A3 053	61e6a40efe79	Pokemon	Araquanid
A3 054	A3 054	86325b8fc521	Pokemon	Pyukumuku
A3 055	A3 055	76a797c26976	Pokemon	Bruxish
A3 056	A3 056	56063a1dd9aa	Pokemon	Tapu Fini
A3 057	A3 057	6c7e75025e36	Pokemon	Pikachu
A3 058	A3 058	9020133eb75e	Pokemon	Alolan Raichu ex
A3 059	A3 059	ae569fa4ba70	Pokemon	Alolan Geodude
A3 060	A3 060	37335b906ea3	Pokemon	Alolan Graveler
A3 061	A3 061	0057a0afd790	Pokemon	Alolan Golem
A3 062	A3 062	3c384f339c51	Pokemon	Helioptile
A3 063	A3 063	f187f91a0199	Pokemon	Heliolisk
A3 064	A3 064	8f1f7c7040f6	Pokemon	Charjabug
A3 065	A3 065	e7bce7e34cca	Pokemon	Vikavolt
A3 066	A3 066	a069ae868168	Pokemon	Oricorio
A3 067	A3 067	c7752dc65916	Pokemon	Togedemaru
A3 068	A3 068	4832b43c0ef8	Pokemon	Tapu Koko
A3 069	A3 069	48e2e336d793	Pokemon	Mr. Mime
A3 070	A3 070	937628bb3511	Pokemon	Sableye
A3 071	A3 071	c7c2114addfc	Pokemon	Spoink
A3 072	A3 072	9388fca0c8b5	Pokemon	Grumpig
A3 073	A3 073	4bcb297fda98	Pokemon	Lunatone
A3 074	A3 074	d36c30a283ea	Pokemon	Shuppet
A3 075	A3 075	3551c5f176b7	Pokemon	Banette
A3 076	A3 076	33e65f589b70	Pokemon	Oricorio
A3 077	A3 077	be7b714d8112	Pokemon	Oricorio
A3 078	A3 078	b384f42633b2	Pokemon	Cutiefly
A3 079	A3 079	4752b47fed8a	Pokemon	Ribombee
A3 080	A3 080	f155893de8ab	Pokemon	Comfey
A3 081	A3 081	b062a17e2aca	Pokemon	Sandygast
A3 082	A3 082	62b651cd237f	Pokemon	Palossand
A3 083	A3 083	ff13908a31d7	Pokemon	Mimikyu
A3 084	A3 084	40bd5d5b4e01	Pokemon	Tapu Lele
A3 085	A3 085	c3ad089a79ba	Pokemon	Cosmog
A3 086	A3 086	ec31cba86bad	Pokemon	Cosmoem
A3 087	A3 087	f7fc133d0d75	Pokemon	Lunala ex
A3 088	A3 088	0ba72e5fddfe	Pokemon	Necrozma
A3 089	A3 089	41e87fdf5c68	Pokemon	Cubone
A3 090	A3 090	4d353d05e576	Pokemon	Makuhita
A3 091	A3 091	b72bc01aecc2	Pokemon	Hariyama
A3 092	A3 092	5d3405207525	Pokemon	Solrock
A3 093	A3 093	7fd11c8d4215	Pokemon	Drilbur
A3 094	A3 094	f48da41f51f4	Pokemon	Timburr
A3 095	A3 095	8fd20f480e22	Pokemon	Gurdurr
A3 096	A3 096	c6f4aa29339a	Pokemon	Conkeldurr
A3 097	A3 097	e3b2836e2622	Pokemon	Crabrawler
A3 098	A3 098	35325c64cad1	Pokemon	Rockruff
A3 099	A3 099	8460d4bef4e1	Pokemon	Rockruff
A3 100	A3 100	2333c7c69ae1	Pokemon	Lycanroc
A3 101	A3 101	fe59483569bb	Pokemon	Lycanroc
A3 102	A3 102	39a174ec7098	Pokemon	Mudbray
A3 103	A3 103	e6dd8c559e86	Pokemon	Mudsdale
A3 104	A3 104	9620c62d3912	Pokemon	Passimian ex
A3 105	A3 105	b9df1fe80fff	Pokemon	Minior
A3 106	A3 106	faa240f69ea9	Pokemon	Alolan Rattata
A3 107	A3 107	037b5dc55f45	Pokemon	Alolan Raticate
A3 108	A3 108	ff8cb8559304	Pokemon	Alolan Meowth
A3 109	A3 109	98570ed5811b	Pokemon	Alolan Persian
A3 110	A3 110	d4571c7e3793	Pokemon	Alolan Grimer
A3 111	A3 111	141ac25aa9aa	Pokemon	Alolan Muk ex
A3 112	A3 112	4106e47edfd8	Pokemon	Absol
A3 113	A3 113	55c7e3560702	Pokemon	Trubbish
A3 114	A3 114	7f37cea6da0f	Pokemon	Garbodor
A3 115	A3 115	2bb85ff449a3	Pokemon	Mareanie
A3 116	A3 116	2456074ae4a9	Pokemon	Toxapex
A3 117	A3 117	4fc00a149c4b	Pokemon	Alolan Diglett
A3 118	A3 118	45fa4fc62757	Pokemon	Alolan Dugtrio
A3 119	A3 119	963a9433d5df	Pokemon	Excadrill
A3 120	A3 120	4cfc8e8c405b	Pokemon	Escavalier
A3 121	A3 121	46f40dd6efa5	Pokemon	Klefki
A3 122	A3 122	804a2da824da	Pokemon	Solgaleo ex
A3 123	A3 123	44ce299433b3	Pokemon	Magearna
A3 124	A3 124	aad21384fbc1	Pokemon	Drampa
A3 125	A3 125	851df03e9a63	Pokemon	Jangmo-o
A3 126	A3 126	8bbf83d7af40	Pokemon	Hakamo-o
A3 127	A3 127	b8a5e7e654a0	Pokemon	Kommo-o
A3 128	A3 128	ef196c32ec3e	Pokemon	Tauros
A3 129	A3 129	097dc02ff623	Pokemon	Skitty
A3 130	A3 130	ff49fdc1efb4	Pokemon	Delcatty
A3 131	A3 131	9c1960ae5f45	Pokemon	Fletchling
A3 132	A3 132	d6ec4f073b0f	Pokemon	Hawlucha
A3 133	A3 133	2ab351601c1c	Pokemon	Pikipek
A3 134	A3 134	0b84d7dad1cb	Pokemon	Trumbeak
A3 135	A3 135	0221c0f5ea9c	Pokemon	Toucannon
A3 136	A3 136	5a8811a25f4d	Pokemon	Yungoos
A3 137	A3 137	f4ba0fa63f47	Pokemon	Gumshoos
A3 138	A3 138	406e65714730	Pokemon	Stufful
A3 139	A3 139	5558b4afa34f	Pokemon	Bewear
A3 140	A3 140	718c02b34ce3	Pokemon	Oranguru
A3 141	A3 141	8dfa20e2903f	Pokemon	Komala
A3 142	A3 142	041691d81a7f	Trainer	Big Malasada
A3 143	A3 143	068794b66528	Trainer	Fishing Net
A3 144	A3 144	87829fe1a8c1	Trainer	Rare Candy
A3 145	A3 145	3d6e6ad82e72	Trainer	Rotom Dex
A3 146	A3 146	9c51ca00216c	Trainer	Poison Barb
A3 147	A3 147	e1fd41bdde23	Trainer	Leaf Cape
A3 148	A3 148	518d5beb142b	Trainer	Acerola
A3 149	A3 149	e8a17640cf76	Trainer	Ilima
A3 150	A3 150	02274bc7a30b	Trainer	Kiawe
A3 151	A3 151	2d9ae5f97745	Trainer	Guzma
A3 152	A3 152	78e26d11e559	Trainer	Lana
A3 153	A3 153	5b6a3faa0bd7	Trainer	Sophocles
A3 154	A3 154	bd61648c733e	Trainer	Mallow
A3 155	A3 155	947a1dd2a1c2	Trainer	Lillie
A3 156	A3 002	c1efb8042e82	Pokemon	Alolan Exeggutor
A3 157	A3 016	a1527af6df67	Pokemon	Morelull
A3 158	A3 020	7b9d9b84d38a	Pokemon	Tsareena
A3 159	A3 024	b5eb97e91aba	Pokemon	Tapu Bulu
A3 160	A3 027	fd7e78dff840	Pokemon	Alolan Marowak
A3 161	A3 037	a3298a6bdb29	Pokemon	Turtonator
A3 162	A3 040	cca5e513cdd7	Pokemon	Alolan Vulpix
A3 163	A3 054	86325b8fc521	Pokemon	Pyukumuku
A3 164	A3 056	56063a1dd9aa	Pokemon	Tapu Fini
A3 165	A3 066	a069ae868168	Pokemon	Oricorio
A3 166	A3 068	4832b43c0ef8	Pokemon	Tapu Koko
A3 167	A3 078	b384f42633b2	Pokemon	Cutiefly
A3 168	A3 080	f155893de8ab	Pokemon	Comfey
A3 169	A3 081	b062a17e2aca	Pokemon	Sandygast
A3 170	A3 084	40bd5d5b4e01	Pokemon	Tapu Lele
A3 171	A3 085	c3ad089a79ba	Pokemon	Cosmog
A3 172	A3 098	35325c64cad1	Pokemon	Rockruff
A3 173	A3 103	e6dd8c559e86	Pokemon	Mudsdale
A3 174	A3 105	b9df1fe80fff	Pokemon	Minior
A3 175	A3 123	44ce299433b3	Pokemon	Magearna
A3 176	A3 124	aad21384fbc1	Pokemon	Drampa
A3 177	A3 133	2ab351601c1c	Pokemon	Pikipek
A3 178	A3 139	5558b4afa34f	Pokemon	Bewear
A3 179	A3 141	8dfa20e2903f	Pokemon	Komala
A3 180	A3 012	49dff193a938	Pokemon	Decidueye ex
A3 181	A3 023	4fbabc93d3e6	Pokemon	Dhelmise ex
A3 182	A3 033	56c61bbe8ccf	Pokemon	Incineroar ex
A3 183	A3 049	528e2c54c8a0	Pokemon	Crabominable ex
A3 184	A3 051	10e38a1c1241	Pokemon	Wishiwashi ex
A3 185	A3 058	9020133eb75e	Pokemon	Alolan Raichu ex
A3 186	A3 087	f7fc133d0d75	Pokemon	Lunala ex
A3 187	A3 104	9620c62d3912	Pokemon	Passimian ex
A3 188	A3 111	141ac25aa9aa	Pokemon	Alolan Muk ex
A3 189	A3 122	804a2da824da	Pokemon	Solgaleo ex
A3 190	A3 148	518d5beb142b	Trainer	Acerola
A3 191	A3 149	e8a17640cf76	Trainer	Ilima
A3 192	A3 150	02274bc7a30b	Trainer	Kiawe
A3 193	A3 151	2d9ae5f97745	Trainer	Guzma
A3 194	A3 152	78e26d11e559	Trainer	Lana
A3 195	A3 153	5b6a3faa0bd7	Trainer	Sophocles
A3 196	A3 154	bd61648c733e	Trainer	Mallow
A3 197	A3 155	947a1dd2a1c2	Trainer	Lillie
A3 198	A3 012	49dff193a938	Pokemon	Decidueye ex
A3 199	A3 023	4fbabc93d3e6	Pokemon	Dhelmise ex
A3 200	A3 033	56c61bbe8ccf	Pokemon	Incineroar ex
A3 201	A3 049	528e2c54c8a0	Pokemon	Crabominable ex
A3 202	A3 051	10e38a1c1241	Pokemon	Wishiwashi ex
A3 203	A3 058	9020133eb75e	Pokemon	Alolan Raichu ex
A3 204	A3 087	f7fc133d0d75	Pokemon	Lunala ex
A3 205	A3 104	9620c62d3912	Pokemon	Passimian ex
A3 206	A3 111	141ac25aa9aa	Pokemon	Alolan Muk ex
A3 207	A3 122	804a2da824da	Pokemon	Solgaleo ex
A3 208	A3 151	2d9ae5f97745	Trainer	Guzma
A3 209	A3 155	947a1dd2a1c2	Trainer	Lillie
A3 210	A1 001	1594dfb55509	Pokemon	Bulbasaur
A3 211	A1 002	c53baaef6de3	Pokemon	Ivysaur
A3 212	A1 003	a87b80d7b5f4	Pokemon	Venusaur
A3 213	A3 001	119f97098156	Pokemon	Exeggcute
A3 214	A1a 002	92fe356bafbc	Pokemon	Exeggutor
A3 215	A1 053	1efa7f427161	Pokemon	Squirtle
A3 216	A1 054	466f146748cf	Pokemon	Wartortle
A3 217	A1 055	e5c4e09bf6fc	Pokemon	Blastoise
A3 218	A1 074	edb1a3bab0fc	Pokemon	Staryu
A3 219	A1 075	8cb5d9ebfb21	Pokemon	Starmie
A3 220	A2a 031	58a8a7c08f02	Pokemon	Gastly
A3 221	A1 121	6384a0a9c68d	Pokemon	Haunter
A3 222	A1 122	b321d366a263	Pokemon	Gengar
A3 223	A1 143	e1057f584ab9	Pokemon	Machop
A3 224	A1 144	c65f704c91ef	Pokemon	Machoke
A3 225	A2b 039	322a8a2fca36	Pokemon	Machamp
A3 226	A1 151	20e11a9abe42	Pokemon	Cubone
A3 227	A1 152	ee4bd0cf227b	Pokemon	Marowak
A3 228	A2b 060	dbf35bb37438	Pokemon	Jigglypuff
A3 229	A2b 061	a473db13910a	Pokemon	Wigglytuff
A3 230	A1 004	a1b6648fe1ba	Pokemon	Venusaur ex
A3 231	A1 023	1a07949625f1	Pokemon	Exeggutor ex
A3 232	A1 056	4b5b7907c4be	Pokemon	Blastoise ex
A3 233	A1 076	66353f9ac465	Pokemon	Starmie ex
A3 234	A1 123	078a97675e8e	Pokemon	Gengar ex
A3 235	A1 146	04ab026524e5	Pokemon	Machamp ex
A3 236	A1 153	3d5d2c98e602	Pokemon	Marowak ex
A3 237	A1 195	1deb301b8bc8	Pokemon	Wigglytuff ex
A3 238	A3 087	f7fc133d0d75	Pokemon	Lunala ex
A3 239	A3 122	804a2da824da	Pokemon	Solgaleo ex
A3a 001	A3a 001	fea82a3a9fd7	Pokemon	Petilil
A3a 002	A3a 002	dd872fd2ca3b	Pokemon	Lilligant
A3a 003	A3a 003	eb089c853927	Pokemon	Rowlet
A3a 004	A3a 004	0e6789a5d6e9	Pokemon	Dartrix
A3a 005	A3a 005	78848a5fdec2	Pokemon	Decidueye
A3a 006	A3a 006	938f8df47db4	Pokemon	Buzzwole ex
A3a 007	A3a 007	0c4b31101df2	Pokemon	Pheromosa
A3a 008	A3a 008	b06a7104be8a	Pokemon	Kartana
A3a 009	A3a 009	88e4c9e97e07	Pokemon	Blacephalon
A3a 010	A3a 010	b439f0bb79cd	Pokemon	Mantine
A3a 011	A3a 011	56641b5b592f	Pokemon	Carvanha
A3a 012	A3a 012	e18194af0072	Pokemon	Sharpedo
A3a 013	A3a 013	824b45a9e424	Pokemon	Shinx
A3a 014	A3a 014	22c2cb70ef6f	Pokemon	Luxio
A3a 015	A3a 015	14590d4cd962	Pokemon	Luxray
A3a 016	A3a 016	95ec4d11dd0d	Pokemon	Blitzle
A3a 017	A3a 017	d1eef90263ad	Pokemon	Zebstrika
A3a 018	A3a 018	123686ec5dc3	Pokemon	Emolga
A3a 019	A3a 019	9d7a058a9566	Pokemon	Tapu Koko ex
A3a 020	A3a 020	042be45442e9	Pokemon	Xurkitree
A3a 021	A3a 021	cd3385dddb66	Pokemon	Zeraora
A3a 022	A3a 022	e8fc3de03eaf	Pokemon	Clefairy
A3a 023	A3a 023	acd4ace25f0f	Pokemon	Clefable
A3a 024	A3a 024	2e592f8e29cd	Pokemon	Phantump
A3a 025	A3a 025	bd1ba3d3c79a	Pokemon	Trevenant
A3a 026	A3a 026	082e7dbe5763	Pokemon	Morelull
A3a 027	A3a 027	111b9bb0c16c	Pokemon	Shiinotic
A3a 028	A3a 028	cc8c8537a1f5	Pokemon	Meditite
A3a 029	A3a 029	dd2aa4630405	Pokemon	Medicham
A3a 030	A3a 030	0f48868a652f	Pokemon	Baltoy
A3a 031	A3a 031	75752f6d334c	Pokemon	Claydol
A3a 032	A3a 032	280ee29b46c8	Pokemon	Rockruff
A3a 033	A3a 033	8e1fd5ac962b	Pokemon	Lycanroc ex
A3a 034	A3a 034	627784672e0d	Pokemon	Passimian
A3a 035	A3a 035	7d348a375382	Pokemon	Sandygast
A3a 036	A3a 036	fb88c8ceaf24	Pokemon	Palossand
A3a 037	A3a 037	d5282f3262fc	Pokemon	Alolan Meowth
A3a 038	A3a 038	1b6c69ee0b4a	Pokemon	Alolan Persian
A3a 039	A3a 039	9bc0904fb04b	Pokemon	Sandile
A3a 040	A3a 040	41bd57c3ac32	Pokemon	Krokorok
A3a 041	A3a 041	8ddab10a8d38	Pokemon	Krookodile
A3a 042	A3a 042	a5766af4fba0	Pokemon	Nihilego
A3a 043	A3a 043	92ee8c5e51f9	Pokemon	Guzzlord ex
A3a 044	A3a 044	63bf498c3623	Pokemon	Poipole
A3a 045	A3a 045	cfad1137bd7e	Pokemon	Naganadel
A3a 046	A3a 046	e9b641439f4d	Pokemon	Alolan Diglett
A3a 047	A3a 047	3d953c7b482f	Pokemon	Alolan Dugtrio ex
A3a 048	A3a 048	d2ee38bb244a	Pokemon	Aron
A3a 049	A3a 049	4f16e8ea34e6	Pokemon	Lairon
A3a 050	A3a 050	13c68806e5c2	Pokemon	Aggron
A3a 051	A3a 051	6588406821f6	Pokemon	Ferroseed
A3a 052	A3a 052	c756c55ce192	Pokemon	Ferrothorn
A3a 053	A3a 053	57b63ed31f84	Pokemon	Stakataka
A3a 054	A3a 054	bf08ff2c758f	Pokemon	Lillipup
A3a 055	A3a 055	0109f2a2ed55	Pokemon	Herdier
A3a 056	A3a 056	9f9354f4cd58	Pokemon	Stoutland
A3a 057	A3a 057	661a7e6a8c9d	Pokemon	Stufful
A3a 058	A3a 058	3f81415f480a	Pokemon	Bewear
A3a 059	A3a 059	8e4730274223	Pokemon	Oranguru
A3a 060	A3a 060	10b8691e91bb	Pokemon	Type: Null
A3a 061	A3a 061	fee676f609c1	Pokemon	Silvally
A3a 062	A3a 062	f4e50dbe5039	Pokemon	Celesteela
A3a 063	A3a 063	3abf4fa2e621	Trainer	Beast Wall
A3a 064	A3a 064	b40d15b8f52f	Trainer	Repel
A3a 065	A3a 065	b4970a09d0ad	Trainer	Electrical Cord
A3a 066	A3a 066	07a880636e50	Trainer	Beastite
A3a 067	A3a 067	72d05d620e11	Trainer	Gladion
A3a 068	A3a 068	0fcc63cbdaa4	Trainer	Looker
A3a 069	A3a 069	2cc1d4cfcc2d	Trainer	Lusamine
A3a 070	A3a 003	eb089c853927	Pokemon	Rowlet
A3a 071	A3a 007	0c4b31101df2	Pokemon	Pheromosa
A3a 072	A3a 009	88e4c9e97e07	Pokemon	Blacephalon
A3a 073	A3a 037	d5282f3262fc	Pokemon	Alolan Meowth
A3a 074	A3a 061	fee676f609c1	Pokemon	Silvally
A3a 075	A3a 062	f4e50dbe5039	Pokemon	Celesteela
A3a 076	A3a 006	938f8df47db4	Pokemon	Buzzwole ex
A3a 077	A3a 019	9d7a058a9566	Pokemon	Tapu Koko ex
A3a 078	A3a 033	8e1fd5ac962b	Pokemon	Lycanroc ex
A3a 079	A3a 043	92ee8c5e51f9	Pokemon	Guzzlord ex
A3a 080	A3a 047	3d953c7b482f	Pokemon	Alolan Dugtrio ex
A3a 081	A3a 067	72d05d620e11	Trainer	Gladion
A3a 082	A3a 068	0fcc63cbdaa4	Trainer	Looker
A3a 083	A3a 069	2cc1d4cfcc2d	Trainer	Lusamine
A3a 084	A3a 019	9d7a058a9566	Pokemon	Tapu Koko ex
A3a 085	A3a 033	8e1fd5ac962b	Pokemon	Lycanroc ex
A3a 086	A3a 043	92ee8c5e51f9	Pokemon	Guzzlord ex
A3a 087	A3a 047	3d953c7b482f	Pokemon	Alolan Dugtrio ex
A3a 088	A3a 006	938f8df47db4	Pokemon	Buzzwole ex
A3a 089	A1 039	1bd96a2307a1	Pokemon	Growlithe
A3a 090	A1 040	62eab5fd0f14	Pokemon	Arcanine
A3a 091	A1 087	1a472fbe829f	Pokemon	Froakie
A3a 092	A1 088	ab76b9b4c633	Pokemon	Frogadier
A3a 093	A1 089	fcbd362ce56f	Pokemon	Greninja
A3a 094	A1 127	12ffe314886c	Pokemon	Jynx
A3a 095	A1 186	21cdec1d4cf4	Pokemon	Pidgey
A3a 096	A1 187	1c26253dbf1b	Pokemon	Pidgeotto
A3a 097	A1 188	99305cf73d3a	Pokemon	Pidgeot
A3a 098	A1 210	6906f9376bcd	Pokemon	Aerodactyl
A3a 099	A1a 003	61fff590ffb5	Pokemon	Celebi ex
A3a 100	A1 041	445a2a554fa0	Pokemon	Arcanine ex
A3a 101	A1a 046	461e2c46fe03	Pokemon	Aerodactyl ex
A3a 102	A1a 059	344adf19f132	Pokemon	Pidgeot ex
A3a 103	A3a 042	a5766af4fba0	Pokemon	Nihilego
A3b 001	A3b 001	97ac6547c0b5	Pokemon	Tropius
A3b 002	A3b 002	5426d4374e38	Pokemon	Leafeon
A3b 003	A3b 003	3126f04eced0	Pokemon	Bounsweet
A3b 004	A3b 004	7e438dacb121	Pokemon	Steenee
A3b 005	A3b 005	54bf37ea722e	Pokemon	Tsareena
A3b 006	A3b 006	6855546e51a8	Pokemon	Applin
A3b 007	A3b 007	eea415dd74a5	Pokemon	Appletun
A3b 008	A3b 008	a22b8ecbcc42	Pokemon	Flareon
A3b 009	A3b 009	58c541a7b752	Pokemon	Flareon ex
A3b 010	A3b 010	a58240fee377	Pokemon	Torkoal
A3b 011	A3b 011	3e3b919a49be	Pokemon	Litten
A3b 012	A3b 012	f10d1622dbce	Pokemon	Torracat
A3b 013	A3b 013	89829bd2e922	Pokemon	Incineroar
A3b 014	A3b 014	26d1da550eed	Pokemon	Salandit
A3b 015	A3b 015	c56ba10ee2b6	Pokemon	Salazzle
A3b 016	A3b 016	b053c3794bee	Pokemon	Vaporeon
A3b 017	A3b 017	2fd8ea823590	Pokemon	Glaceon
A3b 018	A3b 018	2e759d8795a4	Pokemon	Vanillite
A3b 019	A3b 019	1d21ff0fbc70	Pokemon	Vanillish
A3b 020	A3b 020	2ea03c9ce703	Pokemon	Vanilluxe
A3b 021	A3b 021	2dd6ef643064	Pokemon	Alomomola
A3b 022	A3b 022	66b338fe990e	Pokemon	Popplio
A3b 023	A3b 023	db4e027af8f2	Pokemon	Brionne
A3b 024	A3b 024	c5a9dc256d55	Pokemon	Primarina ex
A3b 025	A3b 025	fcc84aa37717	Pokemon	Jolteon
A3b 026	A3b 026	8ea7ab9bba58	Pokemon	Joltik
A3b 027	A3b 027	27203cac1f81	Pokemon	Galvantula
A3b 028	A3b 028	1476bffbcddf	Pokemon	Espeon
A3b 029	A3b 029	87fa3388e372	Pokemon	Woobat
A3b 030	A3b 030	09e0c017464a	Pokemon	Swoobat
A3b 031	A3b 031	1dcfb0703a94	Pokemon	Swirlix
A3b 032	A3b 032	c4bd4d364ab8	Pokemon	Slurpuff
A3b 033	A3b 033	dd3dab01dd53	Pokemon	Sylveon
A3b 034	A3b 034	a9fd69e43055	Pokemon	Sylveon ex
A3b 035	A3b 035	3cb96ba00dcb	Pokemon	Mimikyu
A3b 036	A3b 036	3dc12083e1e5	Pokemon	Milcery
A3b 037	A3b 037	66a13c1fb8f6	Pokemon	Alcremie
A3b 038	A3b 038	e64f719696ca	Pokemon	Barboach
A3b 039	A3b 039	5ed84774ae28	Pokemon	Whiscash
A3b 040	A3b 040	e257ced8c861	Pokemon	Mienfoo
A3b 041	A3b 041	015c6c1101fd	Pokemon	Mienshao
A3b 042	A3b 042	c82c2a5a0def	Pokemon	Carbink
A3b 043	A3b 043	54cd7aadd246	Pokemon	Umbreon
A3b 044	A3b 044	6849397d0d38	Pokemon	Sableye
A3b 045	A3b 045	56488e780472	Pokemon	Purrloin
A3b 046	A3b 046	c7c3b1e59f9b	Pokemon	Liepard
A3b 047	A3b 047	d8ae74c896ab	Pokemon	Mawile
A3b 048	A3b 048	e6332527b944	Pokemon	Togedemaru
A3b 049	A3b 049	91cb717b4db9	Pokemon	Meltan
A3b 050	A3b 050	c463404a7841	Pokemon	Melmetal
A3b 051	A3b 051	dc175828c481	Pokemon	Dratini
A3b 052	A3b 052	3c105ff903d0	Pokemon	Dragonair
A3b 053	A3b 053	6439936b8412	Pokemon	Dragonite ex
A3b 054	A3b 054	4de5baab5c83	Pokemon	Drampa
A3b 055	A3b 055	1bca0f630036	Pokemon	Eevee
A3b 056	A3b 056	36d27905e658	Pokemon	Eevee ex
A3b 057	A3b 057	9ffcd2efd334	Pokemon	Snorlax ex
A3b 058	A3b 058	a09bb1628ec1	Pokemon	Aipom
A3b 059	A3b 059	0ca04371c6da	Pokemon	Ambipom
A3b 060	A3b 060	348de1cc4340	Pokemon	Chatot
A3b 061	A3b 061	0ed4d75dfb31	Pokemon	Audino
A3b 062	A3b 062	497c4b1d6cdc	Pokemon	Minccino
A3b 063	A3b 063	13dd4993b767	Pokemon	Cinccino
A3b 064	A3b 064	e237d4dcbfaf	Pokemon	Skwovet
A3b 065	A3b 065	9efbbe66d8a1	Pokemon	Greedent
A3b 066	A3b 066	c7798e5171aa	Trainer	Eevee Bag
A3b 067	A3b 067	294b0a110001	Trainer	Leftovers
A3b 068	A3b 068	83671bc0d45c	Trainer	Hau
A3b 069	A3b 069	d7328ba0bfab	Trainer	Penny
A3b 070	A3b 002	5426d4374e38	Pokemon	Leafeon
A3b 071	A3b 008	a22b8ecbcc42	Pokemon	Flareon
A3b 072	A3b 016	b053c3794bee	Pokemon	Vaporeon
A3b 073	A3b 017	2fd8ea823590	Pokemon	Glaceon
